Name,Price,Description,Reviews,Rating,Image URL
"Noise Twist Round dial Smart Watch with Bluetooth Calling, 1.38"" TFT Display, up-to 7 Days Battery, 100+ Watch Faces, IP68, Heart Rate Monitor, Sleep Tracking (Jet Black)","₹1,199.","['1.38” TFT display: Featuring a vibrant round display and a stylish metallic finish, the smartwatch offers a premium on-screen experience.', 'Tru SyncTM: Hassle-free pairing, stable connectivity and lower battery consumption combine to provide the most advanced calling experience.', 'Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favourite contacts.', 'Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools – Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement, Breathe practice & Female cycle tracker.', '100 sports modes: Indulge in the routine of your preference with several sports modes to choose from.', 'Up to 7-day battery: Breeze through an entire week without charging with up to 7 days of battery life. Get up to 2 days of battery life when calling in enabled.', '100+ watch faces: A series of fun and trendy watch faces let you swap into a new background every day.', 'Productivity Suite: Increase your daily productivity with a number of features - call, SMS & app notifications, reminder, calculator, weather, quick reply, smart DND, world clock, alarm, stopwatch & timer.', 'IP68 water resistance: Stay protected from splashes, dust and moisture at all times.']","16,532 ratings",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41Hr4Mn6pCL._SX300_SY300_QL70_ML2_.jpg
"Noise Halo Plus Elite Edition Smartwatch with 1.46"" Super AMOLED Display, Stainless Steel Finish Metallic Straps, 4-Stage Sleep Tracker, Smart Watch for Men and Women (Elite Blue","₹3,499.","['1.46 inches (3.7cms) AMOLED display, 466*466px, Always on display - Yes - Enjoy clear and immersive visuals on its round AMOLED display.', 'Up to 7-day battery life - Get up to 7 days of battery life & up to 2 days of power with calling activated. (Battery life can vary due to multiple factors such as turning on continuous HR tracking or turning up the brightness)', 'Charging - The smartwatch comes with a 300mAh battery that takes approx. 2 hours to fully charge. It is recommended that you use a 5W power adapter. Please avoid using a fast-charging adapter to prevent future watch damage.', 'Music playback - The smartwatch features remote music control that lets you control music played on your phone as long as your smartphone and smartwatch are in Bluetooth range. However, it cannot be used to store music.', 'Volume control - You can control the volume both during music playback and while attending calls.', 'NoiseFit app - Pair the smartwatch to the app to track your progress overtime, get health updates, compete with friends and share your achievements.', 'Bluetooth calling - Experience advanced calling with the addition of Tru SyncTM powered Bluetooth calling.', 'Health & fitness features - Pursue an active lifestyle with Noise Health SuiteTM, 100 sports modes and IP68 water resistance.', 'Additional features - Make the most of 100+ cloud based watch faces and explore several productivity tools including - reminder, weather, calculator, quick replies, alarm, timer, stopwatch & world clock.', 'In-the-box - The contents in-the-box include the NoiseFit Halo Plus smartwatch, a magnetic charging cable, strap tool kit & the user manual.']","8,027 ratings",4.1 out of 5 stars,https://m.media-amazon.com/images/I/41BCEyNR3RL._SX300_SY300_QL70_ML2_.jpg
"Noise Twist Go Round dial Smartwatch with BT Calling, 1.39"" Display, Metal Build, 100+ Watch Faces, IP68, Sleep Tracking, 100+ Sports Modes, 24/7 Heart Rate Monitoring (Jet Black)","₹1,599.","['Metal build: Discover the perfect blend of sophistication and innovation featuring a glossy metal build and a sleek dial.', '1.39"" display: See every detail come to life on your wrist.', 'BT Calling: Stay connected on the go making every call effortlessly convenient.', 'NoiseFit app: Connect with the NoiseFit app where your health data and privacy are always protected. Unlock your peak potential by participating in challenges, track your progress, and keep pushing your limits with a community of fitness enthusiasts.', 'Productivity suite- Maximise efficiency with minimal effort thanks to an assortment of features like voice assistance, calculator, weather, and music control.', 'Multiple straps and style options: Effortlessly switch between looks to complement every occasion.', 'What’s in the box: The contents in the box include the ColorFit Twist Go smartwatch, a charging cable, and a user manual.']","16,532 ratings",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41g7CijFWDL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240 * 240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating (Silver Grey)","₹1,199.","['【High Resolution Display】- Comes with a 1.3"" TFT Color Full Touch Screen and a 240*240 Pixel High Resolution this fashion smartwatch is covered to flaunt the sleek and stylish look always with 260 NITS Peak Brightness', 'The watch will work on a single charge for about 7 days (without Bluetooth calling) and about 4 Days with Bluetooth calling.', 'Charging Specs - The watch needs to be charged for 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'You cannot store Music in the watch, you can only control the music. 【Gaming On Wrist】- Enjoy playing games on the wrist itself as you are on the go. 【Breathe Function】- Ensure your breathing exercise is fit and healthy with the breathing function.', 'There is no volume control, however when connected to bt calling you can control the volume of the call. 【Smartphone Notifications】- Get all your mobile phone notifications on this 1.3"" Round Display Full touch smartwatch and never be late for a meeting, party or date.', 'Supported Applications - Notifcations from all social media channels (Instagram, Whatsapp, Facebook), Call Notifications, Health Tracking (SpO2, Heart Rate, Sleep), Sports Tracking & many more (This is not a medical device)', '【120+ Sports Modes】- Track each activity effectively with this smartwatch & activity tracker. Track your calories, steps and much more while you are on your fitness journey. This fitness tracker has it all;【In Built Mic & Speaker】- Get HD calling experience with this power-packed watch. Enhance the look of your wrist with attractive colors and sleek finish', '【Smart Health】- With the latest HRS3300 technology track your heart rate anytime of the day or even while you perform some activity. The optical sensors assure results so accurate. Monitor your blood oxygen levels to stay fit and healthy', 'Package Contains - 1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card']","44,384 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/411JSvfkGQL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking (Black)","₹1,399.","['Largest 1.96"" Display : View bigger on the screen with the industry’s largest 1.96"" display covering every edge possible and providing a crystal-clear resolution of 240*282 pixels. 500 Nits Peak Brightness', 'The watch will work on a single charge for about 7 days (without Bluetooth calling) and about 3 Days with Bluetooth calling. Bluetooth Calling Smartwatch - Enjoy seamless connection and bluetooth calling through Fire-Boltt Gladiator Smart Watch', 'Charging Specs - The watch needs to be charged for 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'Music Cannot be stored on the watch. Music can be only controlled through the watch. AI Voice Assistant - Now Wake Up Google/Siri Voice Assistant on your phone through the watch.', '123 Sports Modes To Track - Track each activity in more detail and record the statistics everyday and compare the history of 7 days to know your best results.', 'Supported Applications - Notifcations from all social media channels (Instagram, Whatsapp, Facebook), Call Notifications, Health Tracking (SpO2, Heart Rate, Sleep), Sports Tracking & many more (This is not a medical device)', '8 Unique UI Modes - Now Switch your UI viewing method basis your mood and preference. Choose from over 8 different & stylish forms in the watch', 'In Built Speaker & Microphone - With Latest Technology and Chipset the speaker and microphone are very strong and clear for excellent quality calls, listen to music on the watch as well.', 'Multiple Notifications - Make sure you do not miss out important updates, birthdays or colleagues messages, enable all the social notifications on the watch to stay connected', 'Play Games - Enjoy small games on the smart watch in your leisure time. Change watch faces through the app with over 100 cloud based watch faces. Package COntains - 1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card']","6,690 ratings",4.1 out of 5 stars,https://m.media-amazon.com/images/I/51vHAEYKeWL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Newly Launched Ninja Call Pro Max 2.01” Display Smart Watch, Bluetooth Calling, 120+ Sports Modes, Health Suite, Voice Assistance","₹1,299.","['2.01” Large display, 240*296 pixels resolution - Style meets technology in perfect harmony. Immerse yourself in the captivating world of the 2.01"" large display, and a brilliant resolution of 240*296 pixels. Every detail comes to life with exceptional clarity and vibrancy with 320 NITS Peak Brightness', 'Metal Body Design - Fire-Boltt Ninja Call Pro Max comes with a sleek and stunning metal body design. Unleash the power of longevity with impressive battery life. With up to 7 days of continuous usage and an astounding 15 days of standby time, this remarkable timepiece keeps up with your active lifestyle without missing a beat.', 'Bluetooth calling - Stay connected wherever you go with Bluetooth calling. Seamlessly make and receive calls directly from your wrist, without the need to reach for your phone.The smartwatch ensures crystal-clear audio quality, allowing you to have conversations with ease. The watch needs to be charged for 2 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output', 'Camera control and music control - Effortlessly snap photos and record videos right from your wrist. Adjust camera settings, frame your shots, and capture the perfect angle. Enjoy seamless control over your favorite tracks, playlists, and music apps with the music control feature. Music Cannot Be stored in the watch, Volume cannot be controlled', ""120+ sports modes - Unlock your athletic potential with the smartwatch's extensive range of 120+ sports modes. From running and cycling to swimming and yoga, it offers specialized tracking and insights for a wide variety of sports and activities."", 'Voice Assistance - Experience the power of voice with the advanced Voice Assistance feature. With just a simple command, you can access a world of information, effortlessly manage your tasks, and stay connected on the go.', 'Health suite - Elevate your health and well-being with the complete Health suite. From heart rate monitoring and sleep tracking to stress management and sedentary reminders, the smartwatch keeps a close eye on your well-being throughout the day. (This is not to be treated as a medical device)', 'Smart notifications - Seamlessly integrating with your smartphone, the smartwatch keeps you informed and updated throughout the day. Receive notifications for calls, messages, emails, and social media alerts right on your wrist, so you never miss an important update.', ""IP67 water resistant - Dive into the world of adventure without hesitation with the Ninja Call Pro Max smartwatch that comes with IP67 water resistance. Whether you're taking a refreshing swim, braving the rain, or working up a sweat during an intense workout, the smartwatch remains unfazed."", 'Multiple watch faces - Express your personal style and elevate your look. With multiple watch faces to pick from, you have the freedom to customize your timepiece to suit any occasion. Package Includes - 1 Smartwatch 1 Manual 1 Charging Cable 1 Warranty Card']","20,163 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/41RVsZAmNGL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Phoenix Pro 1.39"" Bluetooth Calling Smartwatch, AI Voice Assistant, Metal Body with 120+ Sports Modes, SpO2, Heart Rate Monitoring (Silver Grey)","₹1,299.","['【1.39"" Bigger Round Display】- Comes with a 1.39"" TFT Color Full Touch Screen and a 240*240 Pixel High Resolution this watch is covered to flaunt the sleek looks with a 280 NITS peak brightness', 'The watch will work on a single charge for about 7 days (without Bluetooth calling) and about 4 Days with Bluetooth calling.', 'Charging Specs - The watch needs to be charged for 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'You cannot store Music in the watch, you can only control the music. 【120+ Sports Modes】- Track each activity effectively with this smartwatch & activity tracker. Track your calories, steps and much more while you are on your fitness journey. This fitness tracker has it all', 'There is no volume control, however when connected to bt calling you can control the volume of the call. 【Metal Body】- Fire-Boltt Phoenix Pro possess a metal body that is durable and long lasting, The watch gives a sleek look and gloss finish with shiny and is anti-corrosive', 'Supported Applications - Notifcations from all social media channels (Instagram, Whatsapp, Facebook), Call Notifications, Health Tracking (SpO2, Heart Rate, Sleep), Sports Tracking & many more (This is not a medical device)', '【AI Voice Assistant】- The smartwatch comes with a AI Voice assistant that can with one tap wake up Siri/Google on your phone and you can give the commands to get your work accomplished', '【Smartphone Notifications】- Get all your mobile phone notifications on this 1.39"" Round Display Full touch smartwatch and never be late for a meeting, party or date.', '【Gaming On Wrist】- Enjoy playing games on the wrist itself as you are on the go.', '【Breathe Function】- Ensure your breathing exercise is fit and healthy with the breathing function Package Contains - 1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card']","44,384 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/417aOkps5aL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution","₹1,099.","['【1.83"" HD Display Smart Watch】- The 46.48mm (1.83-inch) HD display makes the display clear and true-to-life, with vivid colours ensuring smooth readability and keeping the watch as exquisite to look at as when you first lay your eyes on it. The watch has a 280 NITS Peak Brightness', 'This fashion smart watch will work on a single charge for about 8 days (without Bluetooth calling) and about 5 Days with Bluetooth calling.', 'Charging Specs - The watch needs to be charged for 2 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'You cannot store Music in the watch, you can only control the music. 【AI Voice Assistant】- With built-in Voice assistant, you can simply speak to the smartwatch & get things done on your command', 'There is no volume control, however when connected to bt calling you can control the volume of the call. 【Bluetooth Calling Watch】- Fire-Boltt Ninja Call Pro Plus Smartwatch enables you to make and receive calls directly from your watch via the built-in speaker and microphone.', 'Supported Applications - Notifcations from all social media channels (Instagram, Whatsapp, Facebook), Call Notifications, Health Tracking (SpO2, Heart Rate, Sleep), Sports Tracking & many more', '【100 Sport Modes】- Track every trek you take or every football, cricket kabaddi match you play. With over 100 sports modes Fire-Boltt Ninja Call Pro Plus has you covered.', '【Fire-Boltt Health Suite】- With advanced technology and HRS chipset the smartwatch can give out near to accurate SpO2, Heart Rate readings. This mini health device tracks your sleep to ensure glowing and fresh look each day (This is not a medical device)', 'Package Contains - 1 Smartwatch, 1 Manual, 1 Charging Cable, 1 Warranty card']","20,163 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/41-zB3M31dL._SX300_SY300_QL70_ML2_.jpg
"Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Elite Black)","₹1,399.","['Massive 1.85"" display: See everyday data clearly under the brightest sun on the 1.85\'\' TFT LCD that sports 550 nits of brightness and the highest screen-to-body ratio.', 'BT calling: Talk directly to your loved ones from your wrist; manage calls, access your favourite contacts and dial from the dial pad.', 'Tru Sync: Now connect with the world in a smart way, thanks to Tru Sync technology that ensures faster and stable connection and low power consumption.', 'Smart DND: Take a break when you want to and get uninterrupted sleep time.', 'Noise Health Suite: Get started on your fitness journey with a whole range of wellness features in Noise Health Suite and 100 sports modes to support you.', 'NoiseFit app: Manage your day-to-day life better with the NoiseFit app at your disposal.', '150+ cloud-based watch faces: A new day calls for a new face. With 4 default watch faces in the watch, replace to choose from over 150+ watch faces options available in App and don a new look every day.', '10-day battery: The 10-day battery is made to stay with you through your busiest days.']","26,639 ratings",4.1 out of 5 stars,https://m.media-amazon.com/images/I/41ZJgozkizL._SX300_SY300_QL70_ML2_.jpg
"Noise Pulse Go Buzz Smart Watch with Advanced Bluetooth Calling, 1.69"" TFT Display, SpO2, 100 Sports Mode with Auto Detection, Upto 7 Days Battery (2 Days with Heavy Calling) - Jet Black","₹1,099.","['Sharp and bright display: The 1.69’’ TFT display with 240*280px and 500 nits brightness ensures visual treat every time you look at the watch.', 'Tru Sync: Experience fast and stable connectivity with low power consumption.', 'BT calling: Stay in touch with your friends - right from your wrist.', 'Utility features: Use the utility features at your disposal and become more productive - get hand wash reminders, idle alert and drink water reminder, weather forecast, set alarms and more.', 'Noise Health Suite: Lead a better life with the battery of wellness features available in Noise Health Suite.', '150+ cloud-based & customised watch faces: Style your watch the way you like to – choose from 150 cloud-based & customised watch faces.', '100 sports modes with auto sports detection: Stay active and track all that you are doing with auto sports detection mode.', 'IP68 water resistance: Get ready for everything life throws, with the IP68 water-resistance rating.', 'Up to 7 days of battery life as per the usage. Get up to 2 days of battery life when calling is enabled. Battery Capacity : 300mAh', '5 colours: Know your colour and choose it from 5 classic colours.']","26,639 ratings",4.1 out of 5 stars,https://m.media-amazon.com/images/I/41Peg4pz7fL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Phoenix Ultra Luxury Stainless Steel, Bluetooth Calling Smartwatch, AI Voice Assistant, Metal Body with 120+ Sports Modes, SpO2, Heart Rate Monitoring (Gold)","₹1,749.","['【Bigger Round Display】- Comes with a TFT Color Full Touch Screen and a 240*240 Pixel High Resolution this watch is covered to flaunt the sleek and stylish look always. Enjoy a 320 NITS Peak Brightness', 'The watch will work on a single charge for about 7 days (without Bluetooth calling) and about 4 Days with Bluetooth calling. 【Stainless Steel Luxury Straps】- Fire-Boltt Phoenix Ultra has stainless steel magnetic closure straps for ultimate luxury look and sleek finish', 'Charging Specs - The watch needs to be charged for 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'You cannot store Music in the watch, you can only control the music. 【Bluetooth Calling Watch】- Fire-Boltt Pheonix Ultra enables you to make and receive calls directly from your watch via the built-in speaker and microphone.', 'There is no volume control, however when connected to bt calling you can control the volume of the call. 【120+ Sports Modes】- Track each activity effectively with this smartwatch & activity tracker.', 'Supported Applications - Notifcations from all social media channels (Instagram, Whatsapp, Facebook), Call Notifications, Health Tracking (SpO2, Heart Rate, Sleep), Sports Tracking & many more (This is not a medical device)', '【Metal Body】- Fire-Boltt Phoenix Ultra possess a metal body that is durable and long lasting, The watch gives a sleek look and gloss finish with shiny and is anti-corrosive', '【AI Voice Assistant】- The smartwatch comes with a AI Voice assistant that can with one tap wake up Siri/Google on your phone and you can give the commands to get your work accomplished', '【Smartphone Notifications】- Get all your mobile phone notifications on this Round Display Full touch smartwatch and never be late for a meeting, party or date.', '【Gaming On Wrist】- Enjoy playing games on the wrist itself as you are on the go. Package Contains - 1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card']","44,384 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/51w6VCsZ6GL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Newly Launched Vogue Large 2.05"" Display Smart Watch, Always On Display, Wireless Charging, App Based GPS with Bluetooth Calling & 500+ Watch Faces (Charcoal Black)","₹1,999.","[""2.05” giant display - Vogue's massive 2.05” display doesn't just inform, it commands attention with its sleek design and immersive visuals, making every glance a style statement with 428*518 pixel resolution."", 'Always On Display - With the Fire-Boltt Vogue, you no longer need to raise your wrist or press a button to check the time, date, or other crucial updates. With 600 NITS brightness, the display shines brilliantly even in the brightest conditions.', 'Design and Aesthetics - Effortlessly stylish, the magnetic strap provides quick and secure attachment, ensuring Vogue is as convenient as it is chic.', 'Voice assistance - The voice assistance is your ever-present guide, seamlessly integrating fashion and function, and responding to your commands with sophistication and ease. (Volume cannot be controlled)', '500+ watch faces - Vogue offers a canvas of expression with its 500+ watch faces, letting your style evolve with a flick of your wrist. Rotating Crown - The rotating crown offers effortless navigation and a touch of elegance at your fingertips.', 'Health suite - Your personal wellness haven, the health suite in Vogue remains a steadfast companion, guiding your wellness journey with sophistication and care. (This is not a medical device)', 'Multiple sports modes & smart notifications - In Vogue, multiple sports modes seamlessly sync style and athleticism, while its smart notifications elegantly blend fashion and updates, making each notification a seamless part of your statement.', 'NFC access control - Just as style opens doors, Vogue’s NFC access control lets you glide through with a sophisticated tap, merging fashion and functionality seamlessly. Camera and music control - The camera and music control features elevate style to command. (Music Cannot be stored in the watch, it can only be controlled)', '260 mAh battery, wireless charging - The wireless charging and 260 mAh battery fuse fashion and function, ensuring your style and stamina are always charged up. The watch can work for 6 days on a single charge. Charge the device with a 3.7V adapter', 'IP68 resistance - Water or dust - this fearless functionality lets you embrace every element with style, making a splash in both fashion and durability. Package Inclusions - 1U Smartwatch, 1U Manual, 1U Charging Cable, 1U Warranty Card']","43,613 ratings",4.0 out of 5 stars,https://m.media-amazon.com/images/I/51WVSH4pZVL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking (Black)","₹1,499.","['Largest 1.96"" Display : View bigger on the screen with the industry’s largest 1.96"" display covering every edge possible and providing a crystal-clear resolution of 240*282 pixels. 500 Nits Peak Brightness', 'The watch will work on a single charge for about 7 days (without Bluetooth calling) and about 3 Days with Bluetooth calling. Bluetooth Calling Smartwatch - Enjoy seamless connection and bluetooth calling through Fire-Boltt Gladiator Smart Watch', 'Charging Specs - The watch needs to be charged for 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'Music Cannot be stored on the watch. Music can be only controlled through the watch. AI Voice Assistant - Now Wake Up Google/Siri Voice Assistant on your phone through the watch.', '123 Sports Modes To Track - Track each activity in more detail and record the statistics everyday and compare the history of 7 days to know your best results.']","6,690 ratings",4.1 out of 5 stars,https://m.media-amazon.com/images/I/518ixUIni0L._SX300_SY300_QL70_ML2_.jpg
"Noise Pulse Go Buzz Smart Watch with Advanced Bluetooth Calling, 1.69"" TFT Display, SpO2, 100 Sports Mode with Auto Detection, Upto 7 Days Battery (2 Days with Heavy Calling) - Rose Pink","₹1,099.","['Sharp and bright display: The 1.69’’ TFT display with 240*280px and 500 nits brightness ensures visual treat every time you look at the watch.', 'Tru Sync: Experience fast and stable connectivity with low power consumption.', 'BT calling: Stay in touch with your friends - right from your wrist. Battery Capacity : 300mAh', 'Utility features: Use the utility features at your disposal and become more productive - get hand wash reminders, idle alert and drink water reminder, weather forecast, set alarms and more.', 'Noise Health Suite: Lead a better life with the battery of wellness features available in Noise Health Suite.', '150+ cloud-based & customised watch faces: Style your watch the way you like to – choose from 150 cloud-based & customised watch faces.', '100 sports modes with auto sports detection: Stay active and track all that you are doing with auto sports detection mode.', 'IP68 water resistance: Get ready for everything life throws, with the IP68 water-resistance rating.', 'Up to 7 days of battery life as per the usage. Get up to 2 days of battery life when calling is enabled.', '5 colours: Know your colour and choose it from 5 classic colours.']","26,639 ratings",4.1 out of 5 stars,https://m.media-amazon.com/images/I/418tFshxkJL._SX300_SY300_QL70_ML2_.jpg
"Fire-Boltt Encore Stainless Steel Smart Watch with 1.83” Full Touch Screen Display, 240 * 284 PPI, Bluetooth Calling, 10-Days Battery Life, IP67 Water Resistant, Upgraded Health Sensors (Silver)","₹1,499.","['1.83-inch display- Experience stunning visuals like never before on the full-screen touch TFT colour display that boasts an impressive 240x284 px resolution. Every detail comes to life, making interactions smoother and more immersive.', 'Personalized watch faces - Express your individuality in style with the built-in-all-new design dial faces that combine classic clock elements and smart data.', 'Bluetooth call & music- Seamlessly connect through Bluetooth calling, and enjoy music on the go, right from your wrist. Plus, store your favourite tunes locally for instant access. (Volume can not be controlled).', '24 hrs. health monitor- Prioritize your well-being with 24-hour health monitoring. Its upgraded health sensor ensures quick responses about your health, whether it be your heart rate, SpO2 levels or sleep quality. (This is not a medical device).', ""27 sports mode- Encore helps you take your fitness journey to the next level with 27 sports modes. Whether you're an athlete or a casual exerciser, this watch provides in-depth insights to help you achieve your goals."", ""IP67 waterproof- With an IP67 waterproof rating, Encore smartwatch can handle all of life's unexpected splashes and showers. It's your dependable companion in any weather."", 'Battery Life & Charging Specs- No more frequent charging. The built-in 230mAh battery offers an impressive 10-day battery life. Plus, charging is a breeze, taking just 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins.', ""Portable game console - Encore turns your wrist into a portable game console, so you can enjoy gaming while you are stuck in traffic or just waiting for someone. It's a whole new level of fun and convenience."", 'Stylish multiple colour straps - Express your style with the choice of multiple colour straps – black, silver, gold, blue, and red. Match your watch to your outfit or your mood effortlessly.', 'In the box - 1U Smartwatch, 1U Charging Cable, 1U Warranty, 1U Manual.']","18,478 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/51+9kN+HDgL._SY300_SX300_.jpg
"Fire-Boltt Newly Launched Infinity Luxe Vivid 1.6” HD Round Display, Stainless Steel Luxury Smartwatch 4GB Inbuilt Storage, Bluetooth Calling, TWS Connectivity, 100+ Watch Faces (Black)","₹3,399.","['1.6” round HD display Stainless Steel Luxury Smartwatch - Behold the mesmerizing beauty of the Infinity Luxe, adorned with a vivid 1.6"" HD display that captivates the senses. Its 400x400 pixel resolution paints a breath-taking canvas of crystal-clear brilliance, where every detail comes to life with unparalleled clarity and vibrancy. It has 600 NITS Peak Brightness.', '4GB inbuilt storage - Immerse yourself in a symphony of melodies with 4GB of storage of Infinity Luxe that offers ample space to curate a personal soundtrack that reflects your unique taste.The watch will work on a single charge for about 5 days (without Bluetooth calling) and about 2 Days with Bluetooth calling', 'Charging Specs - The watch needs to be charged for 3 hours to reach 100%. The charger should be a 3.7V to 5V adapter or any laptop output. For a bare minimum of 20% charge the watch needs to be charged for about 30-40 mins', 'TWS connect - With TWS connect, the Infinity Luxe breaks free from traditional audio constraints, allowing you to embrace a world of wireless audio freedom. Seamlessly pair your smartwatch with compatible wireless earbuds, and let the symphony of sound envelop you in its entirety.', '300+ sports modes - Embark on a boundless athletic adventure with an astonishing array of 300+ sports modes in Infinity Luxe. From traditional sports like running, swimming, and cycling to more niche activities like yoga, rock climbing, and martial arts, this smartwatch embraces the vast spectrum of human movement.', 'Bluetooth calling - Experience the epitome of convenience and connectivity with the Infinity Luxe which boasts a seamless Bluetooth calling feature. Say goodbye to fumbling for your phone and embrace the freedom of effortless communication right from your wrist.', ""Voice assistant - With a simple voice command, Infinity Luxe's voice assistant springs to life, ready to fulfill your every request. Whether you need to set a reminder, check the weather, or get directions, your trusted virtual companion is just a word away."", 'Health suite - Elevate your well-being to new heights with the Infinity Luxe smartwatch that encompasses a comprehensive health suite. Engage in effortless activity tracking as the Infinity Luxe monitors your steps, distance, calories burned, and overall well-being. (This is not a medical device)', 'Metal case, metal crown - Crafted with meticulous attention to detail, the Infinity Luxe smartwatch exudes a timeless elegance through its exquisite metal crown and impeccably designed metal case. Every element has been thoughtfully engineered to evoke a sense of refinement, sophistication, and enduring beauty.', ""110+ watch faces - With Infinity Luxe's vast collection of 110+ watch faces, you have the power to curate your wrist's appearance to match any occasion or mood. Package Contains - 1 Smartwatch, 1 Charging Cable, 1 Warranty Card, 1 Manual""]",708 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51jqwPJkzDL._SX300_SY300_QL70_ML2_.jpg
"Noise Newly Launched Nova 1.46"" Amoled Display with in-Built Bluetooth Calling,Premium Finish with Latest Ui,466 * 466Px Ultra Hd Viewing,110+ Sports Modes Smart Watch for Men&Women (Jet Black)","₹2,499.","['1.46” AMOLED screen with Always On Display - Enjoy a bold and brilliant display with easy accessibility.', '10-day battery with power-saving mode - Go through your week effortlessly with extra-long battery life.', 'Mood-based watch faces- Feeling stressed? Happy? Sad? Your intuitive smartwatch tracks your mood and changes your watch face accordingly.', 'Noise OS - A brand-new and faster operating system for easy usage.', 'Bluetooth calling for staying connected on the go.', 'Always On Display for easy accessibility.', '100+ sports modes to conquer your fitness goals.', 'What’s in the box - Smartwatch, charger, warranty card and user manual. The watch is not a replacement for a medical device. The readings can have error margins.']",723 ratings,3.8 out of 5 stars,https://m.media-amazon.com/images/I/41aCTdlhfPL._SX300_SY300_QL70_ML2_.jpg
